com.samsung.health.movement,6307003,1
create_sh_ver,start_time,custom,binning_data,modify_sh_ver,update_time,create_time,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
62981551,2025-12-07 00:00:00.000,,eb473e04-1bd2-43fd-ba69-b9b5ef097038.binning_data.json,62981551,2025-12-07 00:26:21.678,2025-12-07 00:11:12.795,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-07 00:30:59.999,eb473e04-1bd2-43fd-ba69-b9b5ef097038,
62981551,2025-12-09 20:07:00.000,,10ef0fc5-dcd2-4f2a-95d8-f6153622c45b.binning_data.json,62981551,2025-12-09 21:07:55.875,2025-12-09 20:27:39.810,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-09 20:59:59.999,10ef0fc5-dcd2-4f2a-95d8-f6153622c45b,
62981551,2025-12-09 21:00:00.000,,96f5abaa-6a25-4bce-8ba2-2121f524c487.binning_data.json,62981551,2025-12-09 21:48:10.161,2025-12-09 21:07:55.919,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-09 21:47:59.999,96f5abaa-6a25-4bce-8ba2-2121f524c487,
62981551,2025-12-09 22:21:00.000,,eaf14ffa-1adf-4365-b3eb-559e77404995.binning_data.json,62981551,2025-12-09 23:01:37.154,2025-12-09 22:41:30.699,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-09 22:59:59.999,eaf14ffa-1adf-4365-b3eb-559e77404995,
62981551,2025-12-09 23:00:00.000,,dc384156-246b-4881-981a-55f937ddc981.binning_data.json,62981551,2025-12-10 00:01:56.705,2025-12-09 23:01:37.163,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-09 23:59:59.999,dc384156-246b-4881-981a-55f937ddc981,
62981551,2025-12-10 00:00:00.000,,145b1a1a-a153-457d-9f98-30789873defe.binning_data.json,62981551,2025-12-10 01:02:16.427,2025-12-10 00:01:56.780,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 00:59:59.999,145b1a1a-a153-457d-9f98-30789873defe,
62981551,2025-12-10 01:00:00.000,,8006ad86-2fc1-42c0-bed0-fc3dcd87b839.binning_data.json,62981551,2025-12-10 02:02:36.296,2025-12-10 01:02:16.503,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 01:59:59.999,8006ad86-2fc1-42c0-bed0-fc3dcd87b839,
62981551,2025-12-10 02:00:00.000,,3a0b103c-caa4-4ffd-bffa-e937e5b38e09.binning_data.json,62981551,2025-12-10 03:02:55.799,2025-12-10 02:02:36.380,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 02:59:59.999,3a0b103c-caa4-4ffd-bffa-e937e5b38e09,
62981551,2025-12-10 03:00:00.000,,e4587ca2-a2df-4c27-b563-c3ba07c67ede.binning_data.json,62981551,2025-12-10 04:03:16.106,2025-12-10 03:02:55.809,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 03:59:59.999,e4587ca2-a2df-4c27-b563-c3ba07c67ede,
62981551,2025-12-10 04:00:00.000,,01e0d8df-ca07-4db3-b606-3bfb3f16d82f.binning_data.json,62981551,2025-12-10 05:03:36.070,2025-12-10 04:03:16.194,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 04:59:59.999,01e0d8df-ca07-4db3-b606-3bfb3f16d82f,
62981551,2025-12-10 05:00:00.000,,4b1a5c9b-be1e-49be-93ce-6745b2c29776.binning_data.json,62981551,2025-12-10 06:03:55.190,2025-12-10 05:03:36.115,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 05:59:59.999,4b1a5c9b-be1e-49be-93ce-6745b2c29776,
62981551,2025-12-10 06:00:00.000,,416b659d-5125-468a-a083-81e3d587d2d5.binning_data.json,62981551,2025-12-10 07:04:14.391,2025-12-10 06:03:55.208,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 06:59:59.999,416b659d-5125-468a-a083-81e3d587d2d5,
62981551,2025-12-10 07:00:00.000,,b98f0171-67f6-4f86-b7f9-0ec6d5be55b9.binning_data.json,62981551,2025-12-10 08:04:33.382,2025-12-10 07:04:14.403,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 07:59:59.999,b98f0171-67f6-4f86-b7f9-0ec6d5be55b9,
62981551,2025-12-10 08:00:00.000,,710cd514-435d-4dc6-89b8-a8e1d91dac99.binning_data.json,62981551,2025-12-10 09:04:51.865,2025-12-10 08:04:33.397,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 08:59:59.999,710cd514-435d-4dc6-89b8-a8e1d91dac99,
62981551,2025-12-10 09:00:00.000,,10b9acc4-fe48-4a43-b69e-57203040dde2.binning_data.json,62981551,2025-12-10 10:05:10.935,2025-12-10 09:04:51.892,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 09:59:59.999,10b9acc4-fe48-4a43-b69e-57203040dde2,
62981551,2025-12-10 10:00:00.000,,37c8f648-282b-45bd-b22e-18b1ecf00e5f.binning_data.json,62981551,2025-12-10 11:05:30.076,2025-12-10 10:05:11.010,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 10:59:59.999,37c8f648-282b-45bd-b22e-18b1ecf00e5f,
62981551,2025-12-10 11:00:00.000,,546dc7a8-a2c3-4542-87fb-ba97b2d0150a.binning_data.json,62981551,2025-12-10 12:05:49.376,2025-12-10 11:05:30.139,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 11:59:59.999,546dc7a8-a2c3-4542-87fb-ba97b2d0150a,
62981551,2025-12-10 12:00:00.000,,67b7a2da-3f56-41ed-ac2f-462bd812467d.binning_data.json,62981551,2025-12-10 13:06:08.978,2025-12-10 12:05:49.390,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 12:59:59.999,67b7a2da-3f56-41ed-ac2f-462bd812467d,
62981551,2025-12-10 13:00:00.000,,15b180b7-b4c9-421f-ad3e-7ede2c8f987f.binning_data.json,62981551,2025-12-10 14:06:27.881,2025-12-10 13:06:08.988,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 13:59:59.999,15b180b7-b4c9-421f-ad3e-7ede2c8f987f,
62981551,2025-12-10 14:00:00.000,,ccad5115-5538-4da8-91ee-86e6c894252e.binning_data.json,62981551,2025-12-10 15:06:47.476,2025-12-10 14:06:27.892,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 14:59:59.999,ccad5115-5538-4da8-91ee-86e6c894252e,
62981551,2025-12-10 15:00:00.000,,2b45f4c4-daf9-4ecb-b012-681361298167.binning_data.json,62981551,2025-12-10 16:07:07.327,2025-12-10 15:06:47.485,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 15:59:59.999,2b45f4c4-daf9-4ecb-b012-681361298167,
62981551,2025-12-10 16:00:00.000,,c3ce5030-0398-422a-88fc-74132d914a78.binning_data.json,62981551,2025-12-10 17:07:27.060,2025-12-10 16:07:07.338,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 16:59:59.999,c3ce5030-0398-422a-88fc-74132d914a78,
62981551,2025-12-10 17:00:00.000,,99a4ac95-1c2c-40ea-9bd8-378e1e54a315.binning_data.json,62981551,2025-12-10 18:07:52.816,2025-12-10 17:07:27.082,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 17:59:59.999,99a4ac95-1c2c-40ea-9bd8-378e1e54a315,
62981551,2025-12-10 18:00:00.000,,83c3bb8e-910e-4324-826b-6a47f4de432c.binning_data.json,62981551,2025-12-10 19:08:11.344,2025-12-10 18:07:52.880,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 18:59:59.999,83c3bb8e-910e-4324-826b-6a47f4de432c,
62981551,2025-12-10 19:00:00.000,,3c30cff6-b4db-482a-b7f2-ef0ce5a8baac.binning_data.json,62981551,2025-12-10 19:48:23.418,2025-12-10 19:08:11.360,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-10 19:47:59.999,3c30cff6-b4db-482a-b7f2-ef0ce5a8baac,
62981551,2025-12-11 02:10:00.000,,8fec04d8-e27c-4918-a8dc-51e0a82f7179.binning_data.json,62981551,2025-12-11 03:10:54.924,2025-12-11 02:30:51.589,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-11 02:59:59.999,8fec04d8-e27c-4918-a8dc-51e0a82f7179,
62981551,2025-12-11 03:00:00.000,,2cfef85e-0432-4a3c-9f6d-f7a5f3ff6ad5.binning_data.json,62981551,2025-12-11 04:10:59.994,2025-12-11 03:10:54.931,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-11 03:59:59.999,2cfef85e-0432-4a3c-9f6d-f7a5f3ff6ad5,
62981551,2025-12-11 04:00:00.000,,e07a9a30-4872-4f4c-85de-e9e831cd76e5.binning_data.json,62981551,2025-12-11 05:11:11.435,2025-12-11 04:11:00.007,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-11 04:59:59.999,e07a9a30-4872-4f4c-85de-e9e831cd76e5,
62981551,2025-12-11 05:00:00.000,,63a04411-0f59-490c-8a70-e2ae453d5fd0.binning_data.json,62981551,2025-12-11 06:11:30.274,2025-12-11 05:11:11.551,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-11 05:59:59.999,63a04411-0f59-490c-8a70-e2ae453d5fd0,
62981551,2025-12-11 06:00:00.000,,5b94eb36-3b2a-4b94-b924-06d6a4ac34ea.binning_data.json,62981551,2025-12-11 07:11:49.197,2025-12-11 06:11:30.350,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-11 06:59:59.999,5b94eb36-3b2a-4b94-b924-06d6a4ac34ea,
62981551,2025-12-11 07:00:00.000,,2d4bbdcb-76b5-4f9c-bc31-c8c3d10cf943.binning_data.json,62981551,2025-12-11 08:12:07.924,2025-12-11 07:11:49.225,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-11 07:59:59.999,2d4bbdcb-76b5-4f9c-bc31-c8c3d10cf943,
62981551,2025-12-11 08:00:00.000,,61ccd306-eae5-4572-beb3-fdff4fadf5f8.binning_data.json,62981551,2025-12-11 09:12:26.392,2025-12-11 08:12:07.933,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-11 08:59:59.999,61ccd306-eae5-4572-beb3-fdff4fadf5f8,
62981551,2025-12-11 09:00:00.000,,1ea34ff6-6833-4b09-815d-574c2d5064f3.binning_data.json,62981551,2025-12-11 10:12:45.150,2025-12-11 09:12:26.401,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-11 09:59:59.999,1ea34ff6-6833-4b09-815d-574c2d5064f3,
62981551,2025-12-11 10:00:00.000,,f006ba37-55de-4d27-9b26-6b898fd41d5b.binning_data.json,62981551,2025-12-11 11:13:04.203,2025-12-11 10:12:45.158,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-11 10:59:59.999,f006ba37-55de-4d27-9b26-6b898fd41d5b,
62981551,2025-12-11 11:00:00.000,,905cdc26-5909-4fac-955d-da9eb044345f.binning_data.json,62981551,2025-12-11 12:13:23.557,2025-12-11 11:13:04.277,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-11 11:59:59.999,905cdc26-5909-4fac-955d-da9eb044345f,
62981551,2025-12-11 12:00:00.000,,c5c48f51-3533-4539-8910-b53d009891d3.binning_data.json,62981551,2025-12-11 13:13:43.664,2025-12-11 12:13:23.566,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-11 12:59:59.999,c5c48f51-3533-4539-8910-b53d009891d3,
