com.samsung.shealth.program.sleep_coaching.mission,6307003,3
create_sh_ver,answer,priority,modify_sh_ver,update_time,create_time,data_version,day_index,mission_id,deviceuuid,pkg_name,is_key_habit,session_id,datauuid,is_done
,null,3,,2023-10-21 16:36:40.876,2023-10-21 16:36:40.876,2,20,HB_03,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,0d7ec33a-195d-441d-b5ca-8654a60369e9,0,
,null,11,,2023-10-21 16:36:40.828,2023-10-21 16:36:40.828,2,4,HB_11,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,93e10422-2a62-4104-bcf8-25a8a3e11255,0,
,null,5,,2023-10-21 16:36:40.876,2023-10-21 16:36:40.876,2,20,HB_05,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,33ebe30c-ed64-4d41-bb45-18ed706e25f6,0,
,null,9,,2023-10-21 16:36:40.834,2023-10-21 16:36:40.834,2,6,HB_09,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,965c3834-98af-4895-8983-b359d3f7ba52,0,
,null,11,,2023-10-21 16:36:40.819,2023-10-21 16:36:40.819,2,0,HB_11,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,96c0ad8c-6a67-4f79-8cb8-42ee1f40b839,0,
,null,10,,2023-10-21 16:36:40.862,2023-10-21 16:36:40.862,2,16,HB_10,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,dc75e667-3af7-4edb-b80c-1d5344c5244b,0,
,null,5,,2023-10-21 16:36:40.873,2023-10-21 16:36:40.873,2,19,HB_05,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,3f554302-7e6f-4590-92b6-4615d227e2cb,0,
,null,9,,2023-10-21 16:36:40.877,2023-10-21 16:36:40.877,2,20,HB_09,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,6370412f-3027-4bf0-b73c-c169bb921054,0,
,null,2,,2023-10-21 16:36:40.863,2023-10-21 16:36:40.863,2,16,HB_02,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,d3718c8b-dbf4-4809-93e5-f7d2236fd9a7,0,
,null,11,,2023-10-21 16:36:40.846,2023-10-21 16:36:40.846,2,10,HB_11,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,a69e9c05-e393-4e9f-a998-78ee09431e30,0,
,null,2,,2023-10-21 16:36:40.854,2023-10-21 16:36:40.854,2,13,HB_02,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,934b4a85-a825-4ffa-91ea-323b2c208b9f,0,
,null,5,,2023-10-21 16:36:40.856,2023-10-21 16:36:40.856,2,13,HB_05,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,54cda801-5aba-4150-ba57-aec1a5f81479,0,
,null,10,,2023-10-21 16:36:40.868,2023-10-21 16:36:40.868,2,18,HB_10,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,acd07697-0a8d-49a6-9840-be1abb3bf724,0,
,null,9,,2023-10-21 16:36:40.823,2023-10-21 16:36:40.823,2,1,HB_09,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,d9bf56d8-aefc-46ee-a223-4fbffcb6fffd,0,
,null,10,,2023-10-21 16:36:40.859,2023-10-21 16:36:40.859,2,15,HB_10,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,537a6b1d-6a49-415d-aa52-9bf743089e96,0,
,null,11,,2023-10-21 16:36:40.857,2023-10-21 16:36:40.857,2,14,HB_11,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,2cace77f-6fd6-4fb5-bfaa-af65f6602067,0,
,null,9,,2023-10-21 16:36:40.848,2023-10-21 16:36:40.848,2,10,HB_09,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,73fb8120-b92c-44af-888b-cde9147c05eb,0,
