com.samsung.shealth.calories_burned.details,6307003,4
active_calories_goal,version,extra_data,exercise_calories,total_exercise_calories,com.samsung.shealth.calories_burned.create_sh_ver,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.modify_sh_ver,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
200,,531256e0-2d60-46d6-84cc-4a6f5d47dc34.extra_data.json,,,,85.5,2559207,1411.5782,,2023-11-01 12:46:50.414,2023-10-17 03:00:01.144,134.89961,zygK3IiKBU,com.sec.android.app.shealth,531256e0-2d60-46d6-84cc-4a6f5d47dc34,1697500800000,
200,,f92b93dc-1357-470f-874f-8eb6fed513c2.extra_data.json,,,,0.0,6154752,1351.0421,,2023-11-01 12:46:50.556,2023-10-19 03:04:45.970,331.6899,zygK3IiKBU,com.sec.android.app.shealth,f92b93dc-1357-470f-874f-8eb6fed513c2,1697673600000,
200,,02ff5d74-d145-4e5e-a397-dc457a47afc1.extra_data.json,,,,105.1,1773922,1424.7997,,2023-11-01 12:46:50.243,2023-10-13 03:00:01.938,89.510025,zygK3IiKBU,com.sec.android.app.shealth,02ff5d74-d145-4e5e-a397-dc457a47afc1,1697155200000,
200,,2238c5b3-cbb2-4d42-9d79-7404170d1fc3.extra_data.json,,,,20.4,8610584,1309.6947,,2023-11-01 12:46:50.324,2023-10-15 03:00:00.946,460.42953,zygK3IiKBU,com.sec.android.app.shealth,2238c5b3-cbb2-4d42-9d79-7404170d1fc3,1697328000000,
200,,fd4fc64a-21ef-4f41-a19e-993b6243fd7c.extra_data.json,,,,123.5,7854545,1322.4237,,2023-11-01 12:46:50.181,2023-10-11 03:00:04.889,599.81555,zygK3IiKBU,com.sec.android.app.shealth,fd4fc64a-21ef-4f41-a19e-993b6243fd7c,1696982400000,
200,,564f11fa-a47e-406d-bd37-a44c7baf92b7.extra_data.json,,,,0.0,14580570,1209.1816,,2023-11-01 12:46:50.277,2023-10-14 03:00:03.454,1076.173,zygK3IiKBU,com.sec.android.app.shealth,564f11fa-a47e-406d-bd37-a44c7baf92b7,1697241600000,
200,,6589fbbe-c196-410f-accf-44fc9247f88d.extra_data.json,,,,74.5,3351736,1398.2349,,2023-11-01 12:46:50.212,2023-10-12 03:02:23.693,284.20337,zygK3IiKBU,com.sec.android.app.shealth,6589fbbe-c196-410f-accf-44fc9247f88d,1697068800000,
200,,b07eabc9-9733-4fa6-9384-b1e80477178a.extra_data.json,,,,0.0,5158350,1367.818,,2023-11-01 12:46:50.360,2023-10-16 03:00:02.752,269.13113,zygK3IiKBU,com.sec.android.app.shealth,b07eabc9-9733-4fa6-9384-b1e80477178a,1697414400000,
200,,6d70de22-19dc-468e-a3dc-579ba1616071.extra_data.json,,,,0.0,2970956,1386.7875,,2023-11-16 22:55:14.057,2023-10-24 03:53:04.371,153.999,zygK3IiKBU,com.sec.android.app.shealth,6d70de22-19dc-468e-a3dc-579ba1616071,1698105600000,
200,,84ef715b-c0cf-4cb1-8af0-e9b648a462c3.extra_data.json,,,,0.0,4382848,1363.3186,,2023-11-16 22:55:14.201,2023-10-30 03:00:01.631,232.65993,zygK3IiKBU,com.sec.android.app.shealth,84ef715b-c0cf-4cb1-8af0-e9b648a462c3,1698624000000,
200,,b2ae18c1-d873-4556-b96e-20ef77c11b40.extra_data.json,,,,0.0,9361768,1297.0475,,2023-11-16 22:55:14.006,2023-10-22 03:38:23.379,656.88904,zygK3IiKBU,com.sec.android.app.shealth,b2ae18c1-d873-4556-b96e-20ef77c11b40,1697932800000,
200,,4d509bff-d191-4162-a718-3d12928d9fab.extra_data.json,,,,0.0,3826519,1390.2412,,2023-11-16 22:55:13.956,2023-10-20 03:00:03.507,208.84,zygK3IiKBU,com.sec.android.app.shealth,4d509bff-d191-4162-a718-3d12928d9fab,1697760000000,
200,,b490a7f5-3d48-4bde-b676-30c4071ba4e5.extra_data.json,,,,0.0,4886409,1372.3965,,2023-11-16 22:55:14.031,2023-10-23 03:00:01.161,265.91003,zygK3IiKBU,com.sec.android.app.shealth,b490a7f5-3d48-4bde-b676-30c4071ba4e5,1698019200000,
200,,ab3e2bd9-e846-4992-8fe9-d6d415dd3458.extra_data.json,,,,0.0,1470473,1411.7291,,2023-11-16 22:55:14.080,2023-10-25 03:00:03.182,72.229965,zygK3IiKBU,com.sec.android.app.shealth,ab3e2bd9-e846-4992-8fe9-d6d415dd3458,1698192000000,
200,,d5552cce-9bea-43d1-94d1-2b9b476ebba1.extra_data.json,,,,0.0,7348471,1314.023,,2023-11-16 22:55:14.154,2023-10-28 03:04:05.725,384.81998,zygK3IiKBU,com.sec.android.app.shealth,d5552cce-9bea-43d1-94d1-2b9b476ebba1,1698451200000,
200,,b635612d-96ef-427a-bd0e-5e6d4694f0b2.extra_data.json,,,,0.0,8047988,1319.1669,,2023-11-16 22:55:13.978,2023-10-21 03:26:39.863,449.76013,zygK3IiKBU,com.sec.android.app.shealth,b635612d-96ef-427a-bd0e-5e6d4694f0b2,1697846400000,
200,,f03cc164-d7b3-4fee-a4ee-a35e3b2383b5.extra_data.json,,,,0.0,6069277,1335.2861,,2023-11-16 22:55:14.106,2023-10-26 03:26:23.394,306.0499,zygK3IiKBU,com.sec.android.app.shealth,f03cc164-d7b3-4fee-a4ee-a35e3b2383b5,1698278400000,
200,,bce292fc-d360-4239-8d5b-872b7a9525a7.extra_data.json,,,,0.0,3561563,1376.9703,,2023-11-16 22:55:14.177,2023-10-29 03:00:00.518,192.06995,zygK3IiKBU,com.sec.android.app.shealth,bce292fc-d360-4239-8d5b-872b7a9525a7,1698537600000,
200,,f8405974-0028-4269-994a-b9bdda7b290e.extra_data.json,,,,0.0,3068390,1385.168,,2023-11-16 22:55:14.133,2023-10-27 03:12:40.339,163.50996,zygK3IiKBU,com.sec.android.app.shealth,f8405974-0028-4269-994a-b9bdda7b290e,1698364800000,
200,,82f3d290-36cf-48ff-bb27-113220ea0eed.extra_data.json,,,,0.0,3361417,1380.2972,,2023-11-16 22:55:14.225,2023-10-31 03:39:21.048,176.81998,zygK3IiKBU,com.sec.android.app.shealth,82f3d290-36cf-48ff-bb27-113220ea0eed,1698710400000,
200,,d0c8634e-bfdd-4c59-b723-b307ef3514c6.extra_data.json,,,,0.0,7728021,1307.7139,,2023-11-28 20:54:16.260,2023-11-04 03:00:02.120,383.1998,zygK3IiKBU,com.sec.android.app.shealth,d0c8634e-bfdd-4c59-b723-b307ef3514c6,1699056000000,
200,,b05354fc-5747-44ba-b8e5-6349559c9fc3.extra_data.json,,,,0.0,7404101,1313.0983,,2023-11-28 20:54:16.201,2023-11-02 03:00:00.226,374.25018,zygK3IiKBU,com.sec.android.app.shealth,b05354fc-5747-44ba-b8e5-6349559c9fc3,1698883200000,
